scenario,region_gea,year,fuel,value
NPi2020_400_V4,SAS,2030,district_heat,4.958847361
NPi2020_400_V4,SAS,2030,electricity,55.8488938
NPi2020_400_V4,SAS,2030,gas,56.1
NPi2020_400_V4,SAS,2030,oil,73.3
NPi2020_400_V4,SAS,2035,biomass_solid,109.6
NPi2020_400_V4,SAS,2035,coal,94.6
NPi2020_400_V4,SAS,2035,district_heat,6.478766883
NPi2020_400_V4,SAS,2035,electricity,23.68977936
NPi2020_400_V4,SAS,2035,gas,56.1
NPi2020_400_V4,SAS,2035,oil,73.3
NPi2020_400_V4,SAS,2040,biomass_solid,109.6
NPi2020_400_V4,SAS,2040,coal,94.6
NPi2020_400_V4,SAS,2040,district_heat,7.11261412
NPi2020_400_V4,SAS,2040,electricity,4.601013858
NPi2020_400_V4,SAS,2040,gas,56.1
NPi2020_400_V4,SAS,2040,oil,73.3
NPi2020_400_V4,SAS,2045,biomass_solid,109.6
NPi2020_400_V4,SAS,2045,coal,94.6
NPi2020_400_V4,SAS,2045,district_heat,6.323797396
NPi2020_400_V4,SAS,2045,electricity,0.338051854
NPi2020_400_V4,SAS,2045,gas,56.1
NPi2020_400_V4,SAS,2045,oil,73.3
NPi2020_400_V4,SAS,2050,biomass_solid,109.6
NPi2020_400_V4,SAS,2050,coal,94.6
NPi2020_400_V4,SAS,2050,district_heat,5.785645905
NPi2020_400_V4,SAS,2050,electricity,-2.468306435
NPi2020_400_V4,SAS,2050,gas,56.1
NPi2020_400_V4,SAS,2050,oil,73.3
NPi2020_400_V4,SAS,2055,biomass_solid,109.6
NPi2020_400_V4,SAS,2055,coal,94.6
NPi2020_400_V4,SAS,2055,district_heat,4.531058851
NPi2020_400_V4,SAS,2055,electricity,-1.059168745
NPi2020_400_V4,SAS,2055,gas,56.1
NPi2020_400_V4,SAS,2055,oil,73.3
NPi2020_400_V4,SAS,2060,biomass_solid,109.6
NPi2020_400_V4,SAS,2060,coal,94.6
NPi2020_400_V4,SAS,2060,district_heat,3.629833125
NPi2020_400_V4,SAS,2060,electricity,4.79E-06
NPi2020_400_V4,SAS,2060,gas,56.1
NPi2020_400_V4,SAS,2060,oil,73.3
NPi2020_400_V4,SAS,2065,biomass_solid,109.6
NPi2020_400_V4,SAS,2065,coal,94.6
NPi2020_400_V4,SAS,2065,district_heat,3.304943663
NPi2020_400_V4,SAS,2065,electricity,2.11E-06
NPi2020_400_V4,SAS,2065,gas,56.1
NPi2020_400_V4,SAS,2065,oil,73.3
NPi2020_400_V4,SAS,2070,biomass_solid,109.6
NPi2020_400_V4,SAS,2070,coal,94.6
NPi2020_400_V4,SAS,2070,district_heat,2.9944086
NPi2020_400_V4,SAS,2070,electricity,0
NPi2020_400_V4,SAS,2070,gas,56.1
NPi2020_400_V4,SAS,2070,oil,73.3
NPi2020_400_V4,SAS,2075,biomass_solid,109.6
NPi2020_400_V4,SAS,2075,coal,94.6
NPi2020_400_V4,SAS,2075,district_heat,2.847635888
NPi2020_400_V4,SAS,2075,electricity,0
NPi2020_400_V4,SAS,2075,gas,56.1
NPi2020_400_V4,SAS,2075,oil,73.3
NPi2020_400_V4,SAS,2080,biomass_solid,109.6
NPi2020_400_V4,SAS,2080,coal,94.6
NPi2020_400_V4,SAS,2080,district_heat,2.707292142
NPi2020_400_V4,SAS,2080,electricity,0
NPi2020_400_V4,SAS,2080,gas,56.1
NPi2020_400_V4,SAS,2080,oil,73.3
NPi2020_400_V4,SAS,2085,biomass_solid,109.6
NPi2020_400_V4,SAS,2085,coal,94.6
NPi2020_400_V4,SAS,2085,district_heat,2.597517663
NPi2020_400_V4,SAS,2085,electricity,0
NPi2020_400_V4,SAS,2085,gas,56.1
NPi2020_400_V4,SAS,2085,oil,73.3
NPi2020_400_V4,SAS,2090,biomass_solid,109.6
NPi2020_400_V4,SAS,2090,coal,94.6
NPi2020_400_V4,SAS,2090,district_heat,2.490428508
NPi2020_400_V4,SAS,2090,electricity,0
NPi2020_400_V4,SAS,2090,gas,56.1
NPi2020_400_V4,SAS,2090,oil,73.3
NPi2020_400_V4,SAS,2095,biomass_solid,109.6
NPi2020_400_V4,SAS,2095,coal,94.6
NPi2020_400_V4,SAS,2095,district_heat,2.456927657
NPi2020_400_V4,SAS,2095,electricity,0
NPi2020_400_V4,SAS,2095,gas,56.1
NPi2020_400_V4,SAS,2095,oil,73.3
NPi2020_400_V4,SAS,2100,biomass_solid,109.6
NPi2020_400_V4,SAS,2100,coal,94.6
NPi2020_400_V4,SAS,2100,district_heat,2.424246452
NPi2020_400_V4,SAS,2100,electricity,0
NPi2020_400_V4,SAS,2100,gas,56.1
NPi2020_400_V4,SAS,2100,oil,73.3
NPi2020_400_V4,WEU,2010,biomass_solid,109.6
NPi2020_400_V4,WEU,2010,coal,94.6
NPi2020_400_V4,WEU,2010,district_heat,20.20593091
NPi2020_400_V4,WEU,2010,electricity,93.39307921
NPi2020_400_V4,WEU,2010,gas,56.1
NPi2020_400_V4,WEU,2010,oil,73.3
NPi2020_400_V4,WEU,2015,biomass_solid,109.6
NPi2020_400_V4,WEU,2015,coal,94.6
NPi2020_400_V4,WEU,2015,district_heat,19.16762264
NPi2020_400_V4,WEU,2015,electricity,70.58268091
NPi2020_400_V4,WEU,2015,gas,56.1
NPi2020_400_V4,WEU,2015,oil,73.3
NPi2020_400_V4,WEU,2020,biomass_solid,109.6
NPi2020_400_V4,WEU,2020,coal,94.6
NPi2020_400_V4,WEU,2020,district_heat,18.01953666
NPi2020_400_V4,WEU,2020,electricity,53.03087422
NPi2020_400_V4,WEU,2020,gas,56.1
NPi2020_400_V4,WEU,2020,oil,73.3
NPi2020_400_V4,WEU,2025,biomass_solid,109.6
NPi2020_400_V4,WEU,2025,coal,94.6
NPi2020_400_V4,WEU,2025,district_heat,16.13849352
NPi2020_400_V4,WEU,2025,electricity,40.01181113
NPi2020_400_V4,WEU,2025,gas,56.1
NPi2020_400_V4,WEU,2025,oil,73.3
NPi2020_400_V4,WEU,2030,biomass_solid,109.6
NPi2020_400_V4,WEU,2030,coal,94.6
NPi2020_400_V4,WEU,2030,district_heat,14.05857278
NPi2020_400_V4,WEU,2030,electricity,28.23769461
NPi2020_400_V4,WEU,2030,gas,56.1
NPi2020_400_V4,WEU,2030,oil,73.3
NPi2020_400_V4,WEU,2035,biomass_solid,109.6
NPi2020_400_V4,WEU,2035,coal,94.6
NPi2020_400_V4,WEU,2035,district_heat,12.09296701
NPi2020_400_V4,WEU,2035,electricity,13.32074538
NPi2020_400_V4,WEU,2035,gas,56.1
NPi2020_400_V4,WEU,2035,oil,73.3
NPi2020_400_V4,WEU,2040,biomass_solid,109.6
NPi2020_400_V4,WEU,2040,coal,94.6
NPi2020_400_V4,WEU,2040,district_heat,9.919542966
NPi2020_400_V4,WEU,2040,electricity,0.756983224
NPi2020_400_V4,WEU,2040,gas,56.1
NPi2020_400_V4,WEU,2040,oil,73.3
NPi2020_400_V4,WEU,2045,biomass_solid,109.6
NPi2020_400_V4,WEU,2045,coal,94.6
NPi2020_400_V4,WEU,2045,district_heat,9.585329312
NPi2020_400_V4,WEU,2045,electricity,-1.337196218
NPi2020_400_V4,WEU,2045,gas,56.1
NPi2020_400_V4,WEU,2045,oil,73.3
NPi2020_400_V4,WEU,2050,biomass_solid,109.6
NPi2020_400_V4,WEU,2050,coal,94.6
NPi2020_400_V4,WEU,2050,district_heat,9.215780139
NPi2020_400_V4,WEU,2050,electricity,-3.241693407
NPi2020_400_V4,WEU,2050,gas,56.1
NPi2020_400_V4,WEU,2050,oil,73.3
NPi2020_400_V4,WEU,2055,biomass_solid,109.6
NPi2020_400_V4,WEU,2055,coal,94.6
NPi2020_400_V4,WEU,2055,district_heat,5.6901353
NPi2020_400_V4,WEU,2055,electricity,-9.170654166
NPi2020_400_V4,WEU,2055,gas,56.1
NPi2020_400_V4,WEU,2055,oil,73.3
NPi2020_400_V4,WEU,2060,biomass_solid,109.6
NPi2020_400_V4,WEU,2060,coal,94.6
NPi2020_400_V4,WEU,2060,district_heat,1.791733195
NPi2020_400_V4,WEU,2060,electricity,-14.38234076
NPi2020_400_V4,WEU,2060,gas,56.1
NPi2020_400_V4,WEU,2060,oil,73.3
NPi2020_400_V4,WEU,2065,biomass_solid,109.6
NPi2020_400_V4,WEU,2065,coal,94.6
NPi2020_400_V4,WEU,2065,district_heat,1.757243038
NPi2020_400_V4,WEU,2065,electricity,-13.55288181
NPi2020_400_V4,WEU,2065,gas,56.1
NPi2020_400_V4,WEU,2065,oil,73.3
NPi2020_400_V4,WEU,2070,biomass_solid,109.6
NPi2020_400_V4,WEU,2070,coal,94.6
NPi2020_400_V4,WEU,2070,district_heat,1.719106329
NPi2020_400_V4,WEU,2070,electricity,-12.82901363
NPi2020_400_V4,WEU,2070,gas,56.1
NPi2020_400_V4,WEU,2070,oil,73.3
NPi2020_400_V4,WEU,2075,biomass_solid,109.6
NPi2020_400_V4,WEU,2075,coal,94.6
NPi2020_400_V4,WEU,2075,district_heat,0.619543922
NPi2020_400_V4,WEU,2075,electricity,-5.449064672
NPi2020_400_V4,WEU,2075,gas,56.1
NPi2020_400_V4,WEU,2075,oil,73.3
NPi2020_400_V4,WEU,2080,biomass_solid,109.6
NPi2020_400_V4,WEU,2080,coal,94.6
NPi2020_400_V4,WEU,2080,district_heat,-0.280488951
NPi2020_400_V4,WEU,2080,electricity,1.509767069
NPi2020_400_V4,WEU,2080,gas,56.1
NPi2020_400_V4,WEU,2080,oil,73.3
NPi2020_400_V4,WEU,2085,biomass_solid,109.6
NPi2020_400_V4,WEU,2085,coal,94.6
NPi2020_400_V4,WEU,2085,district_heat,-0.142797707
NPi2020_400_V4,WEU,2085,electricity,0.627736331
NPi2020_400_V4,WEU,2085,gas,56.1
NPi2020_400_V4,WEU,2085,oil,73.3
NPi2020_400_V4,WEU,2090,biomass_solid,109.6
NPi2020_400_V4,WEU,2090,coal,94.6
NPi2020_400_V4,WEU,2090,district_heat,-0.030419716
NPi2020_400_V4,WEU,2090,electricity,-0.209895942
NPi2020_400_V4,WEU,2090,gas,56.1
NPi2020_400_V4,WEU,2090,oil,73.3
NPi2020_400_V4,WEU,2095,biomass_solid,109.6
NPi2020_400_V4,WEU,2095,coal,94.6
NPi2020_400_V4,WEU,2095,district_heat,-0.027141767
NPi2020_400_V4,WEU,2095,electricity,-0.204983465
NPi2020_400_V4,WEU,2095,gas,56.1
NPi2020_400_V4,WEU,2095,oil,73.3
NPi2020_400_V4,WEU,2100,biomass_solid,109.6
NPi2020_400_V4,WEU,2100,coal,94.6
NPi2020_400_V4,WEU,2100,district_heat,-0.024468245
NPi2020_400_V4,WEU,2100,electricity,-0.200295676
NPi2020_400_V4,WEU,2100,gas,56.1
NPi2020_400_V4,WEU,2100,oil,73.3
NPi_V4,AFR,2010,biomass_solid,109.6
NPi_V4,AFR,2010,coal,94.6
NPi_V4,AFR,2010,district_heat,0
NPi_V4,AFR,2010,electricity,251.2602479
NPi_V4,AFR,2010,gas,56.1
NPi_V4,AFR,2010,oil,73.3
NPi_V4,AFR,2015,biomass_solid,109.6
NPi_V4,AFR,2015,coal,94.6
NPi_V4,AFR,2015,district_heat,38.88869235
NPi_V4,AFR,2015,electricity,226.8600922
NPi_V4,AFR,2015,gas,56.1
NPi_V4,AFR,2015,oil,73.3
NPi_V4,AFR,2020,biomass_solid,109.6
NPi_V4,AFR,2020,coal,94.6
NPi_V4,AFR,2020,district_heat,38.88869235
NPi_V4,AFR,2020,electricity,211.9452947
NPi_V4,AFR,2020,gas,56.1
NPi_V4,AFR,2020,oil,73.3
NPi_V4,AFR,2025,biomass_solid,109.6
NPi_V4,AFR,2025,coal,94.6
NPi_V4,AFR,2025,district_heat,43.91774304
NPi_V4,AFR,2025,electricity,177.0920967
NPi_V4,AFR,2025,gas,56.1
NPi_V4,AFR,2025,oil,73.3
NPi_V4,AFR,2030,biomass_solid,109.6
NPi_V4,AFR,2030,coal,94.6
NPi_V4,AFR,2030,district_heat,45.60913505
NPi_V4,AFR,2030,electricity,152.7391391
NPi_V4,AFR,2030,gas,56.1
NPi_V4,AFR,2030,oil,73.3
NPi_V4,AFR,2035,biomass_solid,109.6
NPi_V4,AFR,2035,coal,94.6
NPi_V4,AFR,2035,district_heat,44.20489624
NPi_V4,AFR,2035,electricity,124.67201
NPi_V4,AFR,2035,gas,56.1
NPi_V4,AFR,2035,oil,73.3
NPi_V4,AFR,2040,biomass_solid,109.6
NPi_V4,AFR,2040,coal,94.6
NPi_V4,AFR,2040,district_heat,43.30046163
NPi_V4,AFR,2040,electricity,107.8279798
NPi_V4,AFR,2040,gas,56.1
NPi_V4,AFR,2040,oil,73.3
NPi_V4,AFR,2045,biomass_solid,109.6
NPi_V4,AFR,2045,coal,94.6
NPi_V4,AFR,2045,district_heat,36.78176463
NPi_V4,AFR,2045,electricity,104.1681866
NPi_V4,AFR,2045,gas,56.1
NPi_V4,AFR,2045,oil,73.3
NPi_V4,AFR,2050,biomass_solid,109.6
NPi_V4,AFR,2050,coal,94.6
NPi_V4,AFR,2050,district_heat,32.49009096
NPi_V4,AFR,2050,electricity,102.2664559
NPi_V4,AFR,2050,gas,56.1
NPi_V4,AFR,2050,oil,73.3
NPi_V4,AFR,2055,biomass_solid,109.6
NPi_V4,AFR,2055,coal,94.6
NPi_V4,AFR,2055,district_heat,32.49374134
NPi_V4,AFR,2055,electricity,109.7452485
NPi_V4,AFR,2055,gas,56.1
NPi_V4,AFR,2055,oil,73.3
NPi_V4,AFR,2060,biomass_solid,109.6
NPi_V4,AFR,2060,coal,94.6
NPi_V4,AFR,2060,district_heat,32.49643154
NPi_V4,AFR,2060,electricity,114.4754295
NPi_V4,AFR,2060,gas,56.1
NPi_V4,AFR,2060,oil,73.3
NPi_V4,AFR,2065,biomass_solid,109.6
NPi_V4,AFR,2065,coal,94.6
NPi_V4,AFR,2065,district_heat,32.49453504
NPi_V4,AFR,2065,electricity,110.4615322
NPi_V4,AFR,2065,gas,56.1
NPi_V4,AFR,2065,oil,73.3
NPi_V4,AFR,2070,biomass_solid,109.6
NPi_V4,AFR,2070,coal,94.6
NPi_V4,AFR,2070,district_heat,32.49314274
NPi_V4,AFR,2070,electricity,107.77723
NPi_V4,AFR,2070,gas,56.1
NPi_V4,AFR,2070,oil,73.3
NPi_V4,AFR,2075,biomass_solid,109.6
NPi_V4,AFR,2075,coal,94.6
NPi_V4,AFR,2075,district_heat,28.72412235
NPi_V4,AFR,2075,electricity,109.2994676
NPi_V4,AFR,2075,gas,56.1
NPi_V4,AFR,2075,oil,73.3
NPi_V4,AFR,2080,biomass_solid,109.6
NPi_V4,AFR,2080,coal,94.6
NPi_V4,AFR,2080,district_heat,26.18417334
NPi_V4,AFR,2080,electricity,110.3662641
NPi_V4,AFR,2080,gas,56.1
NPi_V4,AFR,2080,oil,73.3
NPi_V4,AFR,2085,biomass_solid,109.6
NPi_V4,AFR,2085,coal,94.6
NPi_V4,AFR,2085,district_heat,25.0891655
NPi_V4,AFR,2085,electricity,117.5579967
NPi_V4,AFR,2085,gas,56.1
NPi_V4,AFR,2085,oil,73.3
NPi_V4,AFR,2090,biomass_solid,109.6
NPi_V4,AFR,2090,coal,94.6
NPi_V4,AFR,2090,district_heat,24.29220391
NPi_V4,AFR,2090,electricity,122.8150716
NPi_V4,AFR,2090,gas,56.1
NPi_V4,AFR,2090,oil,73.3
NPi_V4,AFR,2095,biomass_solid,109.6
NPi_V4,AFR,2095,coal,94.6
NPi_V4,AFR,2095,district_heat,19.54645203
NPi_V4,AFR,2095,electricity,126.9814816
NPi_V4,AFR,2095,gas,56.1
NPi_V4,AFR,2095,oil,73.3
NPi_V4,AFR,2100,biomass_solid,109.6
NPi_V4,AFR,2100,coal,94.6
NPi_V4,AFR,2100,district_heat,15.28970943
NPi_V4,AFR,2100,electricity,129.9856858
NPi_V4,AFR,2100,gas,56.1
NPi_V4,AFR,2100,oil,73.3
NPi_V4,CPA,2010,biomass_solid,109.6
NPi_V4,CPA,2010,coal,94.6
NPi_V4,CPA,2010,district_heat,131.9732675
NPi_V4,CPA,2010,electricity,297.0902523
NPi_V4,CPA,2010,gas,56.1
NPi_V4,CPA,2010,oil,73.3
NPi_V4,CPA,2015,biomass_solid,109.6
NPi_V4,CPA,2015,coal,94.6
NPi_V4,CPA,2015,district_heat,70.78822543
NPi_V4,CPA,2015,electricity,220.6840148
NPi_V4,CPA,2015,gas,56.1
NPi_V4,CPA,2015,oil,73.3
NPi_V4,CPA,2020,biomass_solid,109.6
NPi_V4,CPA,2020,coal,94.6
NPi_V4,CPA,2020,district_heat,39.49537537
NPi_V4,CPA,2020,electricity,172.2356316
NPi_V4,CPA,2020,gas,56.1
NPi_V4,CPA,2020,oil,73.3
NPi_V4,CPA,2025,biomass_solid,109.6
NPi_V4,CPA,2025,coal,94.6
NPi_V4,CPA,2025,district_heat,37.35064677
NPi_V4,CPA,2025,electricity,161.9157385
NPi_V4,CPA,2025,gas,56.1
NPi_V4,CPA,2025,oil,73.3
NPi_V4,CPA,2030,biomass_solid,109.6
NPi_V4,CPA,2030,coal,94.6
NPi_V4,CPA,2030,district_heat,35.1158494
NPi_V4,CPA,2030,electricity,153.4768115
NPi_V4,CPA,2030,gas,56.1
NPi_V4,CPA,2030,oil,73.3
NPi_V4,CPA,2035,biomass_solid,109.6
NPi_V4,CPA,2035,coal,94.6
NPi_V4,CPA,2035,district_heat,34.15669438
NPi_V4,CPA,2035,electricity,132.064582
NPi_V4,CPA,2035,gas,56.1
NPi_V4,CPA,2035,oil,73.3
NPi_V4,CPA,2040,biomass_solid,109.6
NPi_V4,CPA,2040,coal,94.6
NPi_V4,CPA,2040,district_heat,33.09351597
NPi_V4,CPA,2040,electricity,112.7278924
NPi_V4,CPA,2040,gas,56.1
NPi_V4,CPA,2040,oil,73.3
NPi_V4,CPA,2045,biomass_solid,109.6
NPi_V4,CPA,2045,coal,94.6
NPi_V4,CPA,2045,district_heat,34.09510744
NPi_V4,CPA,2045,electricity,95.69962213
NPi_V4,CPA,2045,gas,56.1
NPi_V4,CPA,2045,oil,73.3
NPi_V4,CPA,2050,biomass_solid,109.6
NPi_V4,CPA,2050,coal,94.6
NPi_V4,CPA,2050,district_heat,35.45333732
NPi_V4,CPA,2050,electricity,80.28780831
NPi_V4,CPA,2050,gas,56.1
NPi_V4,CPA,2050,oil,73.3
NPi_V4,CPA,2055,biomass_solid,109.6
NPi_V4,CPA,2055,coal,94.6
NPi_V4,CPA,2055,district_heat,34.49805078
NPi_V4,CPA,2055,electricity,80.89979834
NPi_V4,CPA,2055,gas,56.1
NPi_V4,CPA,2055,oil,73.3
NPi_V4,CPA,2060,biomass_solid,109.6
NPi_V4,CPA,2060,coal,94.6
NPi_V4,CPA,2060,district_heat,33.20261374
NPi_V4,CPA,2060,electricity,81.41478892
NPi_V4,CPA,2060,gas,56.1
NPi_V4,CPA,2060,oil,73.3
NPi_V4,CPA,2065,biomass_solid,109.6
NPi_V4,CPA,2065,coal,94.6
NPi_V4,CPA,2065,district_heat,33.04035929
NPi_V4,CPA,2065,electricity,85.78644444
NPi_V4,CPA,2065,gas,56.1
NPi_V4,CPA,2065,oil,73.3
NPi_V4,CPA,2070,biomass_solid,109.6
NPi_V4,CPA,2070,coal,94.6
NPi_V4,CPA,2070,district_heat,32.87810484
NPi_V4,CPA,2070,electricity,90.02304299
NPi_V4,CPA,2070,gas,56.1
NPi_V4,CPA,2070,oil,73.3
NPi_V4,CPA,2075,biomass_solid,109.6
NPi_V4,CPA,2075,coal,94.6
NPi_V4,CPA,2075,district_heat,32.69789469
NPi_V4,CPA,2075,electricity,82.45194135
NPi_V4,CPA,2075,gas,56.1
NPi_V4,CPA,2075,oil,73.3
NPi_V4,CPA,2080,biomass_solid,109.6
NPi_V4,CPA,2080,coal,94.6
NPi_V4,CPA,2080,district_heat,32.51768455
NPi_V4,CPA,2080,electricity,74.71305223
NPi_V4,CPA,2080,gas,56.1
NPi_V4,CPA,2080,oil,73.3
NPi_V4,CPA,2085,biomass_solid,109.6
NPi_V4,CPA,2085,coal,94.6
NPi_V4,CPA,2085,district_heat,32.44914983
NPi_V4,CPA,2085,electricity,74.40989891
NPi_V4,CPA,2085,gas,56.1
NPi_V4,CPA,2085,oil,73.3
NPi_V4,CPA,2090,biomass_solid,109.6
NPi_V4,CPA,2090,coal,94.6
NPi_V4,CPA,2090,district_heat,32.38061512
NPi_V4,CPA,2090,electricity,74.10070594
NPi_V4,CPA,2090,gas,56.1
NPi_V4,CPA,2090,oil,73.3
NPi_V4,CPA,2095,biomass_solid,109.6
NPi_V4,CPA,2095,coal,94.6
NPi_V4,CPA,2095,district_heat,32.36601733
NPi_V4,CPA,2095,electricity,64.76987478
NPi_V4,CPA,2095,gas,56.1
NPi_V4,CPA,2095,oil,73.3
NPi_V4,CPA,2100,biomass_solid,109.6
NPi_V4,CPA,2100,coal,94.6
NPi_V4,CPA,2100,district_heat,32.33325479
NPi_V4,CPA,2100,electricity,55.35383915
NPi_V4,CPA,2100,gas,56.1
NPi_V4,CPA,2100,oil,73.3
NPi_V4,EEU,2010,biomass_solid,109.6
NPi_V4,EEU,2010,coal,94.6
NPi_V4,EEU,2010,district_heat,35.00180117
NPi_V4,EEU,2010,electricity,226.4461935
NPi_V4,EEU,2010,gas,56.1
NPi_V4,EEU,2010,oil,73.3
NPi_V4,EEU,2015,biomass_solid,109.6
NPi_V4,EEU,2015,coal,94.6
NPi_V4,EEU,2015,district_heat,31.19941529
NPi_V4,EEU,2015,electricity,181.4122369
NPi_V4,EEU,2015,gas,56.1
NPi_V4,EEU,2015,oil,73.3
NPi_V4,EEU,2020,biomass_solid,109.6
NPi_V4,EEU,2020,coal,94.6
NPi_V4,EEU,2020,district_heat,28.34314943
NPi_V4,EEU,2020,electricity,141.1015445
NPi_V4,EEU,2020,gas,56.1
NPi_V4,EEU,2020,oil,73.3
NPi_V4,EEU,2025,biomass_solid,109.6
NPi_V4,EEU,2025,coal,94.6
NPi_V4,EEU,2025,district_heat,26.31844053
NPi_V4,EEU,2025,electricity,125.0847193
NPi_V4,EEU,2025,gas,56.1
NPi_V4,EEU,2025,oil,73.3
NPi_V4,EEU,2030,biomass_solid,109.6
NPi_V4,EEU,2030,coal,94.6
NPi_V4,EEU,2030,district_heat,22.57380804
NPi_V4,EEU,2030,electricity,111.6398047
NPi_V4,EEU,2030,gas,56.1
NPi_V4,EEU,2030,oil,73.3
NPi_V4,EEU,2035,biomass_solid,109.6
NPi_V4,EEU,2035,coal,94.6
NPi_V4,EEU,2035,district_heat,21.63427012
NPi_V4,EEU,2035,electricity,89.78721689
NPi_V4,EEU,2035,gas,56.1
NPi_V4,EEU,2035,oil,73.3
NPi_V4,EEU,2040,biomass_solid,109.6
NPi_V4,EEU,2040,coal,94.6
NPi_V4,EEU,2040,district_heat,19.66390309
NPi_V4,EEU,2040,electricity,69.65967158
NPi_V4,EEU,2040,gas,56.1
NPi_V4,EEU,2040,oil,73.3
NPi_V4,EEU,2045,biomass_solid,109.6
NPi_V4,EEU,2045,coal,94.6
NPi_V4,EEU,2045,district_heat,22.84683489
NPi_V4,EEU,2045,electricity,72.40728688
NPi_V4,EEU,2045,gas,56.1
NPi_V4,EEU,2045,oil,73.3
NPi_V4,EEU,2050,biomass_solid,109.6
NPi_V4,EEU,2050,coal,94.6
NPi_V4,EEU,2050,district_heat,27.75161118
NPi_V4,EEU,2050,electricity,74.96528449
NPi_V4,EEU,2050,gas,56.1
NPi_V4,EEU,2050,oil,73.3
NPi_V4,EEU,2055,biomass_solid,109.6
NPi_V4,EEU,2055,coal,94.6
NPi_V4,EEU,2055,district_heat,27.58861888
NPi_V4,EEU,2055,electricity,79.11703636
NPi_V4,EEU,2055,gas,56.1
NPi_V4,EEU,2055,oil,73.3
NPi_V4,EEU,2060,biomass_solid,109.6
NPi_V4,EEU,2060,coal,94.6
NPi_V4,EEU,2060,district_heat,27.31726801
NPi_V4,EEU,2060,electricity,82.35512633
NPi_V4,EEU,2060,gas,56.1
NPi_V4,EEU,2060,oil,73.3
NPi_V4,EEU,2065,biomass_solid,109.6
NPi_V4,EEU,2065,coal,94.6
NPi_V4,EEU,2065,district_heat,28.54338708
NPi_V4,EEU,2065,electricity,80.85497617
NPi_V4,EEU,2065,gas,56.1
NPi_V4,EEU,2065,oil,73.3
NPi_V4,EEU,2070,biomass_solid,109.6
NPi_V4,EEU,2070,coal,94.6
NPi_V4,EEU,2070,district_heat,29.78116316
NPi_V4,EEU,2070,electricity,79.59237809
NPi_V4,EEU,2070,gas,56.1
NPi_V4,EEU,2070,oil,73.3
NPi_V4,EEU,2075,biomass_solid,109.6
NPi_V4,EEU,2075,coal,94.6
NPi_V4,EEU,2075,district_heat,30.54873983
NPi_V4,EEU,2075,electricity,71.58838301
NPi_V4,EEU,2075,gas,56.1
NPi_V4,EEU,2075,oil,73.3
NPi_V4,EEU,2080,biomass_solid,109.6
NPi_V4,EEU,2080,coal,94.6
NPi_V4,EEU,2080,district_heat,31.31580233
NPi_V4,EEU,2080,electricity,64.14072209
NPi_V4,EEU,2080,gas,56.1
NPi_V4,EEU,2080,oil,73.3
NPi_V4,EEU,2085,biomass_solid,109.6
NPi_V4,EEU,2085,coal,94.6
NPi_V4,EEU,2085,district_heat,31.46116961
NPi_V4,EEU,2085,electricity,59.13893512
NPi_V4,EEU,2085,gas,56.1
NPi_V4,EEU,2085,oil,73.3
NPi_V4,EEU,2090,biomass_solid,109.6
NPi_V4,EEU,2090,coal,94.6
NPi_V4,EEU,2090,district_heat,31.6087213
NPi_V4,EEU,2090,electricity,54.42743964
NPi_V4,EEU,2090,gas,56.1
NPi_V4,EEU,2090,oil,73.3
NPi_V4,EEU,2095,biomass_solid,109.6
NPi_V4,EEU,2095,coal,94.6
NPi_V4,EEU,2095,district_heat,30.04619744
NPi_V4,EEU,2095,electricity,48.55612581
NPi_V4,EEU,2095,gas,56.1
NPi_V4,EEU,2095,oil,73.3
NPi_V4,EEU,2100,biomass_solid,109.6
NPi_V4,EEU,2100,coal,94.6
NPi_V4,EEU,2100,district_heat,28.45857104
NPi_V4,EEU,2100,electricity,43.04559122
NPi_V4,EEU,2100,gas,56.1
NPi_V4,EEU,2100,oil,73.3
NPi_V4,FSU,2010,biomass_solid,109.6
NPi_V4,FSU,2010,coal,94.6
NPi_V4,FSU,2010,district_heat,54.97544346
NPi_V4,FSU,2010,electricity,226.7292706
NPi_V4,FSU,2010,gas,56.1
NPi_V4,FSU,2010,oil,73.3
NPi_V4,FSU,2015,biomass_solid,109.6
NPi_V4,FSU,2015,coal,94.6
NPi_V4,FSU,2015,district_heat,47.47184174
NPi_V4,FSU,2015,electricity,203.7415475
NPi_V4,FSU,2015,gas,56.1
NPi_V4,FSU,2015,oil,73.3
NPi_V4,FSU,2020,biomass_solid,109.6
NPi_V4,FSU,2020,coal,94.6
NPi_V4,FSU,2020,district_heat,35.98489936
NPi_V4,FSU,2020,electricity,185.1204335
NPi_V4,FSU,2020,gas,56.1
NPi_V4,FSU,2020,oil,73.3
NPi_V4,FSU,2025,biomass_solid,109.6
NPi_V4,FSU,2025,coal,94.6
NPi_V4,FSU,2025,district_heat,35.28658415
NPi_V4,FSU,2025,electricity,156.8836419
NPi_V4,FSU,2025,gas,56.1
NPi_V4,FSU,2025,oil,73.3
NPi_V4,FSU,2030,biomass_solid,109.6
NPi_V4,FSU,2030,coal,94.6
NPi_V4,FSU,2030,district_heat,34.06976744
NPi_V4,FSU,2030,electricity,133.4963149
NPi_V4,FSU,2030,gas,56.1
NPi_V4,FSU,2030,oil,73.3
NPi_V4,FSU,2035,biomass_solid,109.6
NPi_V4,FSU,2035,coal,94.6
NPi_V4,FSU,2035,district_heat,37.08711788
