region_gea,mat,eneff_i,eneff_f,year,value
PAO,perm,s2,sr22_low,2065,0.05
CPA,perm,s2,sr22_low,2065,0.05
SAS,perm,s2,sr22_low,2065,0
PAS,perm,s2,sr22_low,2065,0
MEA,perm,s2,sr22_low,2065,0
AFR,perm,s2,sr22_low,2065,0
LAC,perm,s2,sr22_low,2065,0
NAM,perm,s3,sr31_std,2065,0.95
WEU,perm,s3,sr31_std,2065,0.9
EEU,perm,s3,sr31_std,2065,0.9
FSU,perm,s3,sr31_std,2065,0.95
PAO,perm,s3,sr31_std,2065,0.95
CPA,perm,s3,sr31_std,2065,0.95
SAS,perm,s3,sr31_std,2065,1
PAS,perm,s3,sr31_std,2065,1
MEA,perm,s3,sr31_std,2065,1
AFR,perm,s3,sr31_std,2065,1
LAC,perm,s3,sr31_std,2065,1
NAM,perm,s3,sr32_low,2065,0.05
WEU,perm,s3,sr32_low,2065,0.1
EEU,perm,s3,sr32_low,2065,0.1
FSU,perm,s3,sr32_low,2065,0.05
PAO,perm,s3,sr32_low,2065,0.05
CPA,perm,s3,sr32_low,2065,0.05
SAS,perm,s3,sr32_low,2065,0
PAS,perm,s3,sr32_low,2065,0
MEA,perm,s3,sr32_low,2065,0
AFR,perm,s3,sr32_low,2065,0
LAC,perm,s3,sr32_low,2065,0
NAM,perm,s1,sr11_std,2070,0.95
WEU,perm,s1,sr11_std,2070,0.9
EEU,perm,s1,sr11_std,2070,0.9
FSU,perm,s1,sr11_std,2070,0.95
PAO,perm,s1,sr11_std,2070,0.95
CPA,perm,s1,sr11_std,2070,0.95
SAS,perm,s1,sr11_std,2070,1
PAS,perm,s1,sr11_std,2070,1
MEA,perm,s1,sr11_std,2070,1
AFR,perm,s1,sr11_std,2070,1
LAC,perm,s1,sr11_std,2070,1
NAM,perm,s1,sr12_low,2070,0.05
WEU,perm,s1,sr12_low,2070,0.1
EEU,perm,s1,sr12_low,2070,0.1
FSU,perm,s1,sr12_low,2070,0.05
PAO,perm,s1,sr12_low,2070,0.05
CPA,perm,s1,sr12_low,2070,0.05
SAS,perm,s1,sr12_low,2070,0
PAS,perm,s1,sr12_low,2070,0
MEA,perm,s1,sr12_low,2070,0
AFR,perm,s1,sr12_low,2070,0
LAC,perm,s1,sr12_low,2070,0
NAM,perm,s2,sr21_std,2070,0.95
WEU,perm,s2,sr21_std,2070,0.9
EEU,perm,s2,sr21_std,2070,0.9
FSU,perm,s2,sr21_std,2070,0.95
PAO,perm,s2,sr21_std,2070,0.95
CPA,perm,s2,sr21_std,2070,0.95
SAS,perm,s2,sr21_std,2070,1
PAS,perm,s2,sr21_std,2070,1
MEA,perm,s2,sr21_std,2070,1
AFR,perm,s2,sr21_std,2070,1
LAC,perm,s2,sr21_std,2070,1
NAM,perm,s2,sr22_low,2070,0.05
WEU,perm,s2,sr22_low,2070,0.1
EEU,perm,s2,sr22_low,2070,0.1
FSU,perm,s2,sr22_low,2070,0.05
PAO,perm,s2,sr22_low,2070,0.05
CPA,perm,s2,sr22_low,2070,0.05
SAS,perm,s2,sr22_low,2070,0
PAS,perm,s2,sr22_low,2070,0
MEA,perm,s2,sr22_low,2070,0
AFR,perm,s2,sr22_low,2070,0
LAC,perm,s2,sr22_low,2070,0
NAM,perm,s3,sr31_std,2070,0.95
WEU,perm,s3,sr31_std,2070,0.9
EEU,perm,s3,sr31_std,2070,0.9
FSU,perm,s3,sr31_std,2070,0.95
PAO,perm,s3,sr31_std,2070,0.95
CPA,perm,s3,sr31_std,2070,0.95
SAS,perm,s3,sr31_std,2070,1
PAS,perm,s3,sr31_std,2070,1
MEA,perm,s3,sr31_std,2070,1
AFR,perm,s3,sr31_std,2070,1
LAC,perm,s3,sr31_std,2070,1
NAM,perm,s3,sr32_low,2070,0.05
WEU,perm,s3,sr32_low,2070,0.1
EEU,perm,s3,sr32_low,2070,0.1
FSU,perm,s3,sr32_low,2070,0.05
PAO,perm,s3,sr32_low,2070,0.05
CPA,perm,s3,sr32_low,2070,0.05
SAS,perm,s3,sr32_low,2070,0
PAS,perm,s3,sr32_low,2070,0
MEA,perm,s3,sr32_low,2070,0
AFR,perm,s3,sr32_low,2070,0
LAC,perm,s3,sr32_low,2070,0
NAM,perm,s1,sr11_std,2075,0.95
WEU,perm,s1,sr11_std,2075,0.9
EEU,perm,s1,sr11_std,2075,0.9
FSU,perm,s1,sr11_std,2075,0.95
PAO,perm,s1,sr11_std,2075,0.95
CPA,perm,s1,sr11_std,2075,0.95
SAS,perm,s1,sr11_std,2075,1
PAS,perm,s1,sr11_std,2075,1
MEA,perm,s1,sr11_std,2075,1
AFR,perm,s1,sr11_std,2075,1
LAC,perm,s1,sr11_std,2075,1
NAM,perm,s1,sr12_low,2075,0.05
WEU,perm,s1,sr12_low,2075,0.1
EEU,perm,s1,sr12_low,2075,0.1
FSU,perm,s1,sr12_low,2075,0.05
PAO,perm,s1,sr12_low,2075,0.05
CPA,perm,s1,sr12_low,2075,0.05
SAS,perm,s1,sr12_low,2075,0
PAS,perm,s1,sr12_low,2075,0
MEA,perm,s1,sr12_low,2075,0
AFR,perm,s1,sr12_low,2075,0
LAC,perm,s1,sr12_low,2075,0
NAM,perm,s2,sr21_std,2075,0.95
WEU,perm,s2,sr21_std,2075,0.9
EEU,perm,s2,sr21_std,2075,0.9
FSU,perm,s2,sr21_std,2075,0.95
PAO,perm,s2,sr21_std,2075,0.95
CPA,perm,s2,sr21_std,2075,0.95
SAS,perm,s2,sr21_std,2075,1
PAS,perm,s2,sr21_std,2075,1
MEA,perm,s2,sr21_std,2075,1
AFR,perm,s2,sr21_std,2075,1
LAC,perm,s2,sr21_std,2075,1
NAM,perm,s2,sr22_low,2075,0.05
WEU,perm,s2,sr22_low,2075,0.1
EEU,perm,s2,sr22_low,2075,0.1
FSU,perm,s2,sr22_low,2075,0.05
PAO,perm,s2,sr22_low,2075,0.05
CPA,perm,s2,sr22_low,2075,0.05
SAS,perm,s2,sr22_low,2075,0
PAS,perm,s2,sr22_low,2075,0
MEA,perm,s2,sr22_low,2075,0
AFR,perm,s2,sr22_low,2075,0
LAC,perm,s2,sr22_low,2075,0
NAM,perm,s3,sr31_std,2075,0.95
WEU,perm,s3,sr31_std,2075,0.9
EEU,perm,s3,sr31_std,2075,0.9
FSU,perm,s3,sr31_std,2075,0.95
PAO,perm,s3,sr31_std,2075,0.95
CPA,perm,s3,sr31_std,2075,0.95
SAS,perm,s3,sr31_std,2075,1
PAS,perm,s3,sr31_std,2075,1
MEA,perm,s3,sr31_std,2075,1
AFR,perm,s3,sr31_std,2075,1
LAC,perm,s3,sr31_std,2075,1
NAM,perm,s3,sr32_low,2075,0.05
WEU,perm,s3,sr32_low,2075,0.1
EEU,perm,s3,sr32_low,2075,0.1
FSU,perm,s3,sr32_low,2075,0.05
PAO,perm,s3,sr32_low,2075,0.05
CPA,perm,s3,sr32_low,2075,0.05
SAS,perm,s3,sr32_low,2075,0
PAS,perm,s3,sr32_low,2075,0
MEA,perm,s3,sr32_low,2075,0
AFR,perm,s3,sr32_low,2075,0
LAC,perm,s3,sr32_low,2075,0
NAM,perm,s1,sr11_std,2080,0.95
WEU,perm,s1,sr11_std,2080,0.9
EEU,perm,s1,sr11_std,2080,0.9
FSU,perm,s1,sr11_std,2080,0.95
PAO,perm,s1,sr11_std,2080,0.95
CPA,perm,s1,sr11_std,2080,0.95
SAS,perm,s1,sr11_std,2080,1
PAS,perm,s1,sr11_std,2080,1
MEA,perm,s1,sr11_std,2080,1
AFR,perm,s1,sr11_std,2080,1
LAC,perm,s1,sr11_std,2080,1
NAM,perm,s1,sr12_low,2080,0.05
WEU,perm,s1,sr12_low,2080,0.1
EEU,perm,s1,sr12_low,2080,0.1
FSU,perm,s1,sr12_low,2080,0.05
PAO,perm,s1,sr12_low,2080,0.05
CPA,perm,s1,sr12_low,2080,0.05
SAS,perm,s1,sr12_low,2080,0
PAS,perm,s1,sr12_low,2080,0
MEA,perm,s1,sr12_low,2080,0
AFR,perm,s1,sr12_low,2080,0
LAC,perm,s1,sr12_low,2080,0
NAM,perm,s2,sr21_std,2080,0.95
WEU,perm,s2,sr21_std,2080,0.9
EEU,perm,s2,sr21_std,2080,0.9
FSU,perm,s2,sr21_std,2080,0.95
PAO,perm,s2,sr21_std,2080,0.95
CPA,perm,s2,sr21_std,2080,0.95
SAS,perm,s2,sr21_std,2080,1
PAS,perm,s2,sr21_std,2080,1
MEA,perm,s2,sr21_std,2080,1
AFR,perm,s2,sr21_std,2080,1
LAC,perm,s2,sr21_std,2080,1
NAM,perm,s2,sr22_low,2080,0.05
WEU,perm,s2,sr22_low,2080,0.1
EEU,perm,s2,sr22_low,2080,0.1
FSU,perm,s2,sr22_low,2080,0.05
PAO,perm,s2,sr22_low,2080,0.05
CPA,perm,s2,sr22_low,2080,0.05
SAS,perm,s2,sr22_low,2080,0
PAS,perm,s2,sr22_low,2080,0
MEA,perm,s2,sr22_low,2080,0
AFR,perm,s2,sr22_low,2080,0
LAC,perm,s2,sr22_low,2080,0
NAM,perm,s3,sr31_std,2080,0.95
WEU,perm,s3,sr31_std,2080,0.9
EEU,perm,s3,sr31_std,2080,0.9
FSU,perm,s3,sr31_std,2080,0.95
PAO,perm,s3,sr31_std,2080,0.95
CPA,perm,s3,sr31_std,2080,0.95
SAS,perm,s3,sr31_std,2080,1
PAS,perm,s3,sr31_std,2080,1
MEA,perm,s3,sr31_std,2080,1
AFR,perm,s3,sr31_std,2080,1
LAC,perm,s3,sr31_std,2080,1
NAM,perm,s3,sr32_low,2080,0.05
WEU,perm,s3,sr32_low,2080,0.1
EEU,perm,s3,sr32_low,2080,0.1
FSU,perm,s3,sr32_low,2080,0.05
PAO,perm,s3,sr32_low,2080,0.05
CPA,perm,s3,sr32_low,2080,0.05
SAS,perm,s3,sr32_low,2080,0
PAS,perm,s3,sr32_low,2080,0
MEA,perm,s3,sr32_low,2080,0
AFR,perm,s3,sr32_low,2080,0
LAC,perm,s3,sr32_low,2080,0
NAM,perm,s1,sr11_std,2085,0.95
WEU,perm,s1,sr11_std,2085,0.9
EEU,perm,s1,sr11_std,2085,0.9
FSU,perm,s1,sr11_std,2085,0.95
PAO,perm,s1,sr11_std,2085,0.95
CPA,perm,s1,sr11_std,2085,0.95
SAS,perm,s1,sr11_std,2085,1
PAS,perm,s1,sr11_std,2085,1
MEA,perm,s1,sr11_std,2085,1
AFR,perm,s1,sr11_std,2085,1
LAC,perm,s1,sr11_std,2085,1
NAM,perm,s1,sr12_low,2085,0.05
WEU,perm,s1,sr12_low,2085,0.1
EEU,perm,s1,sr12_low,2085,0.1
FSU,perm,s1,sr12_low,2085,0.05
PAO,perm,s1,sr12_low,2085,0.05
CPA,perm,s1,sr12_low,2085,0.05
SAS,perm,s1,sr12_low,2085,0
PAS,perm,s1,sr12_low,2085,0
MEA,perm,s1,sr12_low,2085,0
AFR,perm,s1,sr12_low,2085,0
LAC,perm,s1,sr12_low,2085,0
NAM,perm,s2,sr21_std,2085,0.95
WEU,perm,s2,sr21_std,2085,0.9
EEU,perm,s2,sr21_std,2085,0.9
FSU,perm,s2,sr21_std,2085,0.95
PAO,perm,s2,sr21_std,2085,0.95
CPA,perm,s2,sr21_std,2085,0.95
SAS,perm,s2,sr21_std,2085,1
PAS,perm,s2,sr21_std,2085,1
MEA,perm,s2,sr21_std,2085,1
AFR,perm,s2,sr21_std,2085,1
LAC,perm,s2,sr21_std,2085,1
NAM,perm,s2,sr22_low,2085,0.05
WEU,perm,s2,sr22_low,2085,0.1
EEU,perm,s2,sr22_low,2085,0.1
FSU,perm,s2,sr22_low,2085,0.05
PAO,perm,s2,sr22_low,2085,0.05
CPA,perm,s2,sr22_low,2085,0.05
SAS,perm,s2,sr22_low,2085,0
PAS,perm,s2,sr22_low,2085,0
MEA,perm,s2,sr22_low,2085,0
AFR,perm,s2,sr22_low,2085,0
LAC,perm,s2,sr22_low,2085,0
NAM,perm,s3,sr31_std,2085,0.95
WEU,perm,s3,sr31_std,2085,0.9
EEU,perm,s3,sr31_std,2085,0.9
FSU,perm,s3,sr31_std,2085,0.95
PAO,perm,s3,sr31_std,2085,0.95
CPA,perm,s3,sr31_std,2085,0.95
SAS,perm,s3,sr31_std,2085,1
PAS,perm,s3,sr31_std,2085,1
MEA,perm,s3,sr31_std,2085,1
AFR,perm,s3,sr31_std,2085,1
LAC,perm,s3,sr31_std,2085,1
NAM,perm,s3,sr32_low,2085,0.05
WEU,perm,s3,sr32_low,2085,0.1
EEU,perm,s3,sr32_low,2085,0.1
FSU,perm,s3,sr32_low,2085,0.05
PAO,perm,s3,sr32_low,2085,0.05
CPA,perm,s3,sr32_low,2085,0.05
SAS,perm,s3,sr32_low,2085,0
PAS,perm,s3,sr32_low,2085,0
MEA,perm,s3,sr32_low,2085,0
AFR,perm,s3,sr32_low,2085,0
LAC,perm,s3,sr32_low,2085,0
NAM,perm,s1,sr11_std,2090,0.95
WEU,perm,s1,sr11_std,2090,0.9
EEU,perm,s1,sr11_std,2090,0.9
FSU,perm,s1,sr11_std,2090,0.95
PAO,perm,s1,sr11_std,2090,0.95
CPA,perm,s1,sr11_std,2090,0.95
SAS,perm,s1,sr11_std,2090,1
PAS,perm,s1,sr11_std,2090,1
MEA,perm,s1,sr11_std,2090,1
AFR,perm,s1,sr11_std,2090,1
LAC,perm,s1,sr11_std,2090,1
NAM,perm,s1,sr12_low,2090,0.05
WEU,perm,s1,sr12_low,2090,0.1
EEU,perm,s1,sr12_low,2090,0.1
FSU,perm,s1,sr12_low,2090,0.05
PAO,perm,s1,sr12_low,2090,0.05
CPA,perm,s1,sr12_low,2090,0.05
SAS,perm,s1,sr12_low,2090,0
PAS,perm,s1,sr12_low,2090,0
MEA,perm,s1,sr12_low,2090,0
AFR,perm,s1,sr12_low,2090,0
LAC,perm,s1,sr12_low,2090,0
NAM,perm,s2,sr21_std,2090,0.95
WEU,perm,s2,sr21_std,2090,0.9
EEU,perm,s2,sr21_std,2090,0.9
FSU,perm,s2,sr21_std,2090,0.95
PAO,perm,s2,sr21_std,2090,0.95
CPA,perm,s2,sr21_std,2090,0.95
SAS,perm,s2,sr21_std,2090,1
PAS,perm,s2,sr21_std,2090,1
MEA,perm,s2,sr21_std,2090,1
AFR,perm,s2,sr21_std,2090,1
LAC,perm,s2,sr21_std,2090,1
NAM,perm,s2,sr22_low,2090,0.05
WEU,perm,s2,sr22_low,2090,0.1
EEU,perm,s2,sr22_low,2090,0.1
FSU,perm,s2,sr22_low,2090,0.05
PAO,perm,s2,sr22_low,2090,0.05
CPA,perm,s2,sr22_low,2090,0.05
SAS,perm,s2,sr22_low,2090,0
PAS,perm,s2,sr22_low,2090,0
MEA,perm,s2,sr22_low,2090,0
AFR,perm,s2,sr22_low,2090,0
LAC,perm,s2,sr22_low,2090,0
NAM,perm,s3,sr31_std,2090,0.95
WEU,perm,s3,sr31_std,2090,0.9
EEU,perm,s3,sr31_std,2090,0.9
FSU,perm,s3,sr31_std,2090,0.95
PAO,perm,s3,sr31_std,2090,0.95
CPA,perm,s3,sr31_std,2090,0.95
SAS,perm,s3,sr31_std,2090,1
PAS,perm,s3,sr31_std,2090,1
MEA,perm,s3,sr31_std,2090,1
AFR,perm,s3,sr31_std,2090,1
LAC,perm,s3,sr31_std,2090,1
NAM,perm,s3,sr32_low,2090,0.05
WEU,perm,s3,sr32_low,2090,0.1
EEU,perm,s3,sr32_low,2090,0.1
FSU,perm,s3,sr32_low,2090,0.05
PAO,perm,s3,sr32_low,2090,0.05
CPA,perm,s3,sr32_low,2090,0.05
SAS,perm,s3,sr32_low,2090,0
PAS,perm,s3,sr32_low,2090,0
MEA,perm,s3,sr32_low,2090,0
AFR,perm,s3,sr32_low,2090,0
LAC,perm,s3,sr32_low,2090,0
NAM,perm,s1,sr11_std,2095,0.95
WEU,perm,s1,sr11_std,2095,0.9
EEU,perm,s1,sr11_std,2095,0.9
FSU,perm,s1,sr11_std,2095,0.95
PAO,perm,s1,sr11_std,2095,0.95
CPA,perm,s1,sr11_std,2095,0.95
SAS,perm,s1,sr11_std,2095,1
PAS,perm,s1,sr11_std,2095,1
MEA,perm,s1,sr11_std,2095,1
AFR,perm,s1,sr11_std,2095,1
LAC,perm,s1,sr11_std,2095,1
NAM,perm,s1,sr12_low,2095,0.05
WEU,perm,s1,sr12_low,2095,0.1
EEU,perm,s1,sr12_low,2095,0.1
FSU,perm,s1,sr12_low,2095,0.05
PAO,perm,s1,sr12_low,2095,0.05
CPA,perm,s1,sr12_low,2095,0.05
SAS,perm,s1,sr12_low,2095,0
PAS,perm,s1,sr12_low,2095,0
MEA,perm,s1,sr12_low,2095,0
AFR,perm,s1,sr12_low,2095,0
LAC,perm,s1,sr12_low,2095,0
NAM,perm,s2,sr21_std,2095,0.95
WEU,perm,s2,sr21_std,2095,0.9
EEU,perm,s2,sr21_std,2095,0.9
FSU,perm,s2,sr21_std,2095,0.95
PAO,perm,s2,sr21_std,2095,0.95
CPA,perm,s2,sr21_std,2095,0.95
SAS,perm,s2,sr21_std,2095,1
PAS,perm,s2,sr21_std,2095,1
MEA,perm,s2,sr21_std,2095,1
AFR,perm,s2,sr21_std,2095,1
LAC,perm,s2,sr21_std,2095,1
NAM,perm,s2,sr22_low,2095,0.05
WEU,perm,s2,sr22_low,2095,0.1
EEU,perm,s2,sr22_low,2095,0.1
FSU,perm,s2,sr22_low,2095,0.05
PAO,perm,s2,sr22_low,2095,0.05
CPA,perm,s2,sr22_low,2095,0.05
SAS,perm,s2,sr22_low,2095,0
PAS,perm,s2,sr22_low,2095,0
MEA,perm,s2,sr22_low,2095,0
AFR,perm,s2,sr22_low,2095,0
LAC,perm,s2,sr22_low,2095,0
NAM,perm,s3,sr31_std,2095,0.95
WEU,perm,s3,sr31_std,2095,0.9
EEU,perm,s3,sr31_std,2095,0.9
FSU,perm,s3,sr31_std,2095,0.95
PAO,perm,s3,sr31_std,2095,0.95
CPA,perm,s3,sr31_std,2095,0.95
SAS,perm,s3,sr31_std,2095,1
PAS,perm,s3,sr31_std,2095,1
MEA,perm,s3,sr31_std,2095,1
AFR,perm,s3,sr31_std,2095,1
LAC,perm,s3,sr31_std,2095,1
NAM,perm,s3,sr32_low,2095,0.05
WEU,perm,s3,sr32_low,2095,0.1
EEU,perm,s3,sr32_low,2095,0.1
FSU,perm,s3,sr32_low,2095,0.05
PAO,perm,s3,sr32_low,2095,0.05
CPA,perm,s3,sr32_low,2095,0.05
SAS,perm,s3,sr32_low,2095,0
PAS,perm,s3,sr32_low,2095,0
MEA,perm,s3,sr32_low,2095,0
AFR,perm,s3,sr32_low,2095,0
LAC,perm,s3,sr32_low,2095,0
NAM,perm,s1,sr11_std,2100,0.95
WEU,perm,s1,sr11_std,2100,0.9
EEU,perm,s1,sr11_std,2100,0.9
FSU,perm,s1,sr11_std,2100,0.95
PAO,perm,s1,sr11_std,2100,0.95
CPA,perm,s1,sr11_std,2100,0.95
SAS,perm,s1,sr11_std,2100,1
PAS,perm,s1,sr11_std,2100,1
MEA,perm,s1,sr11_std,2100,1
AFR,perm,s1,sr11_std,2100,1
LAC,perm,s1,sr11_std,2100,1
NAM,perm,s1,sr12_low,2100,0.05
WEU,perm,s1,sr12_low,2100,0.1
EEU,perm,s1,sr12_low,2100,0.1
FSU,perm,s1,sr12_low,2100,0.05
PAO,perm,s1,sr12_low,2100,0.05
CPA,perm,s1,sr12_low,2100,0.05
SAS,perm,s1,sr12_low,2100,0
PAS,perm,s1,sr12_low,2100,0
MEA,perm,s1,sr12_low,2100,0
AFR,perm,s1,sr12_low,2100,0
LAC,perm,s1,sr12_low,2100,0
NAM,perm,s2,sr21_std,2100,0.95
WEU,perm,s2,sr21_std,2100,0.9
EEU,perm,s2,sr21_std,2100,0.9
FSU,perm,s2,sr21_std,2100,0.95
PAO,perm,s2,sr21_std,2100,0.95
CPA,perm,s2,sr21_std,2100,0.95
SAS,perm,s2,sr21_std,2100,1
PAS,perm,s2,sr21_std,2100,1
MEA,perm,s2,sr21_std,2100,1
AFR,perm,s2,sr21_std,2100,1
LAC,perm,s2,sr21_std,2100,1
NAM,perm,s2,sr22_low,2100,0.05
WEU,perm,s2,sr22_low,2100,0.1
EEU,perm,s2,sr22_low,2100,0.1
FSU,perm,s2,sr22_low,2100,0.05
PAO,perm,s2,sr22_low,2100,0.05
CPA,perm,s2,sr22_low,2100,0.05
SAS,perm,s2,sr22_low,2100,0
PAS,perm,s2,sr22_low,2100,0
MEA,perm,s2,sr22_low,2100,0
AFR,perm,s2,sr22_low,2100,0
LAC,perm,s2,sr22_low,2100,0
NAM,perm,s3,sr31_std,2100,0.95
WEU,perm,s3,sr31_std,2100,0.9
EEU,perm,s3,sr31_std,2100,0.9
FSU,perm,s3,sr31_std,2100,0.95
PAO,perm,s3,sr31_std,2100,0.95
CPA,perm,s3,sr31_std,2100,0.95
SAS,perm,s3,sr31_std,2100,1
PAS,perm,s3,sr31_std,2100,1
MEA,perm,s3,sr31_std,2100,1
AFR,perm,s3,sr31_std,2100,1
LAC,perm,s3,sr31_std,2100,1
NAM,perm,s3,sr32_low,2100,0.05
WEU,perm,s3,sr32_low,2100,0.1
EEU,perm,s3,sr32_low,2100,0.1
FSU,perm,s3,sr32_low,2100,0.05
PAO,perm,s3,sr32_low,2100,0.05
CPA,perm,s3,sr32_low,2100,0.05
SAS,perm,s3,sr32_low,2100,0
PAS,perm,s3,sr32_low,2100,0
MEA,perm,s3,sr32_low,2100,0
AFR,perm,s3,sr32_low,2100,0
LAC,perm,s3,sr32_low,2100,0
